loss,accuracy,val_loss,val_accuracy,epoch
0.08508909121155739,0.9674479365348816,0.025302909780293703,1.0,1
0.0858639123228689,0.966796875,0.05242383759468794,0.9882352948188782,2
0.0717038136596481,0.9733073115348816,0.013786433730274439,0.9882352948188782,3
0.07776598958298564,0.970703125,0.0167216002009809,1.0,4
0.0786304953508079,0.9654948115348816,0.009389899205416441,1.0,5
0.10655456579600771,0.9576823115348816,0.02220284566283226,1.0,6
0.08277094007159273,0.9641926884651184,0.04716118611395359,0.9764705896377563,7
0.06874906131997705,0.9733073115348816,0.03158575529232621,0.9764705896377563,8
0.09402696035491924,0.9654948115348816,0.0126445721834898,1.0,9
0.09595377782049279,0.9654948115348816,0.04640241572633386,0.9882352948188782,10
0.08607496111653745,0.9700520634651184,0.06523227877914906,0.9764705896377563,11
0.07246822343828778,0.97265625,0.04455725662410259,0.9764705896377563,12
0.0933711639760683,0.9661458134651184,0.06237562745809555,0.9764705896377563,13
0.09243259113281965,0.9641926884651184,0.035138702020049095,0.9882352948188782,14
0.0659175682424878,0.9752604365348816,0.00864745769649744,1.0,15
0.06693775212625042,0.9739583134651184,0.02884421800263226,0.9882352948188782,16
0.0732125638363262,0.9713541865348816,0.024508283473551273,0.9882352948188782,17
0.07600232337911923,0.9733073115348816,0.017845563124865294,1.0,18
0.06210130808176473,0.97265625,0.019835690036416054,1.0,19
0.06707845294537644,0.9752604365348816,0.018263311474584043,0.9882352948188782,20
0.0757089340283225,0.970703125,0.06662971153855324,0.9764705896377563,21
0.1345247960028549,0.947265625,0.022170359268784523,1.0,22
0.10281800602873166,0.9622395634651184,0.014223101083189249,0.9882352948188782,23
0.06570334328959386,0.9752604365348816,0.016352515085600317,0.9882352948188782,24
0.08979628706583753,0.96484375,0.04187352396547794,0.9882352948188782,25
0.07312534990099569,0.9680989384651184,0.017283183056861162,0.9882352948188782,26
0.085229165541629,0.9720051884651184,0.03341345302760601,1.0,27
0.08192111388780177,0.9752604365348816,0.01463449327275157,1.0,28
0.07599574335229893,0.9700520634651184,0.0364922930020839,0.9764705896377563,29
0.06451307190582156,0.974609375,0.048350125551223755,0.9764705896377563,30
0.11235681114097436,0.951171875,0.1395491361618042,0.9647058844566345,31
0.08249584554384153,0.96875,0.027072614058852196,0.9882352948188782,32
0.08620684772419433,0.9622395634651184,0.019179129973053932,1.0,33
0.07969770254567266,0.9720051884651184,0.06595070450566709,0.9647058844566345,34
0.09563917387276888,0.966796875,0.021171946544200182,0.9882352948188782,35
0.05952794120336572,0.9791666865348816,0.0060097104869782925,1.0,36
0.09902811679057777,0.962890625,0.017712614499032497,1.0,37
0.10257250675931573,0.9641926884651184,0.007129159988835454,1.0,38
0.07826379546895623,0.966796875,0.009513817494735122,1.0,39
0.05098762801693132,0.9772135615348816,0.010464716237038374,1.0,40
0.07331852940842509,0.9700520634651184,0.01662888377904892,1.0,41
0.0696899303002283,0.974609375,0.020353592233732343,0.9882352948188782,42
0.0644502538877229,0.9720051884651184,0.008143524406477809,1.0,43
0.07072955439798534,0.9739583134651184,0.0038173904176801443,1.0,44
0.07824015099322423,0.9694010615348816,0.009209512500092387,1.0,45
0.09115104610100389,0.962890625,0.01959036337211728,0.9882352948188782,46
0.069692903275912,0.9713541865348816,0.06749978545121849,0.9764705896377563,47
0.05908681328097979,0.9759114384651184,0.049326369538903236,0.9764705896377563,48
0.06506146021032085,0.9752604365348816,0.020577299408614635,0.9882352948188782,49
0.10555070219561458,0.9602864384651184,0.04588499944657087,0.9764705896377563,50
0.08416736622651418,0.9654948115348816,0.026704285526648164,0.9882352948188782,51
0.08782033699875076,0.9694010615348816,0.04347530473023653,0.9882352948188782,52
0.0754379560239613,0.9700520634651184,0.015240871347486973,1.0,53
0.06781019049230963,0.974609375,0.013821691740304232,1.0,54
0.060575533929901816,0.9759114384651184,0.008868427714332938,1.0,55
0.06590319898289938,0.9778645634651184,0.022159330546855927,0.9882352948188782,56
0.0895967628651609,0.9641926884651184,0.09861740842461586,0.9647058844566345,57
0.07200827224490543,0.9752604365348816,0.014278408139944077,1.0,58
0.07544327705788116,0.9720051884651184,0.06759101711213589,0.9764705896377563,59
0.06774814426898956,0.9759114384651184,0.017970316112041473,1.0,60
0.059064446754443146,0.9811198115348816,0.009460406377911568,1.0,61
0.06975758766445021,0.974609375,0.02272693533450365,1.0,62
0.07182366292302807,0.970703125,0.007621510419994593,1.0,63
0.06333521047296624,0.9772135615348816,0.01606222544796765,0.9882352948188782,64
0.08512331599680086,0.9694010615348816,0.022877803537994623,1.0,65
0.05208560382016003,0.9817708134651184,0.03686069417744875,0.9882352948188782,66
0.08298123621110183,0.9694010615348816,0.02223746431991458,0.9882352948188782,67
0.08338355437930052,0.9694010615348816,0.024518430000171065,1.0,68
0.08182933491965134,0.974609375,0.00987680850084871,1.0,69
0.06798727042041719,0.9765625,0.04025477264076471,0.9882352948188782,70
0.055578403756953776,0.9778645634651184,0.016492863185703754,1.0,71
0.07861870682487886,0.9694010615348816,0.027867339085787535,1.0,72
0.07551192352548242,0.9733073115348816,0.008187718922272325,1.0,73
0.07447461574338377,0.974609375,0.009620619006454945,1.0,74
0.09001926716882735,0.9674479365348816,0.03931264393031597,0.9882352948188782,75
0.06499489144577335,0.9778645634651184,0.01202684547752142,1.0,76
0.08381191280204803,0.9700520634651184,0.026587901636958122,0.9882352948188782,77
0.060687727527692914,0.9798176884651184,0.01857686135917902,0.9882352948188782,78
0.07929040035620953,0.9680989384651184,0.04206850100308657,0.9882352948188782,79
0.06889537710230798,0.9733073115348816,0.025704557541757822,1.0,80
0.059034825690711536,0.9765625,0.015860277693718672,1.0,81
0.06728727034836386,0.9733073115348816,0.009949680883437395,1.0,82
0.07528079103212804,0.9680989384651184,0.025634201476350427,0.9882352948188782,83
0.047767219987387456,0.98046875,0.009108457248657942,0.9882352948188782,84
0.0752834519953467,0.9739583134651184,0.0942835621535778,0.9647058844566345,85
0.07177704041047643,0.9733073115348816,0.008549428544938564,1.0,86
0.07117514118241768,0.9759114384651184,0.0012605819865711965,1.0,87
0.07406483121061076,0.970703125,0.1066882535815239,0.9764705896377563,88
0.08941890823189169,0.9654948115348816,0.01581133110448718,1.0,89
0.05403902133305868,0.9778645634651184,0.011920069810003042,1.0,90
0.07745055625370394,0.96875,0.02907266840338707,0.9882352948188782,91
0.07129564237159987,0.9720051884651184,0.024292912683449686,0.9882352948188782,92
0.07024974096566439,0.9739583134651184,0.00581167358905077,1.0,93
0.08530017302837223,0.97265625,0.012436334625817835,0.9882352948188782,94
0.06296964501962066,0.9765625,0.01063400600105524,1.0,95
